"Sample","CTD.category","Cop.Corr.R1","Cop.Corr.R3","L1","L3","Krill.pos.R1","Krill.pos.R3","Sample.number","Bottle.number","Sampling.time.UTC","Date","Latitude","Longitude","Sampling.method","Sampling.type","Sampling.depth","CTD.depth","seawater.temperature","sea.ice","Filter.halved","Filtering.time.UTC","Storage.boxes","Collectors","Comments","Time.between.filtering.and.sampling","Time.between.decimal","Percent.of.5.Litres","CTD.number.x","pr","pr.2","class.strict","model.method","Euphausia.crystallorophias","Euphausia.frigida","Euphausia.superba","Thysanoessa.gregaria","Thysanoessa.macrura","Total","Sample.ID","CTD.number.y","lat_dec","long_dec","presence","count","count.class","depth","E.crystallorophias.presence","E.frigida.presence","E.superba.presence","T.gregaria.presence","T.macrura.presence","E.crystal.pres.prop","E.frig.pres.prop","E.super.pres.prop","T.greg.pres.prop","T.mac.pres.prop","krill.detection","E.crystal.read.prop","E.frig.read.prop","E.super.read.prop","T.greg.read.prop","T.mac.read.prop","Average.Cq","Diff.Cq","Dilution.factor","Meta.copies","Meta.E.sup.copies","Meta.E.cry.copies","Meta.E.fri.copies","Meta.T.gre.copies","Meta.T.mac.copies","Meta.Euphausiids.copies","Meta.E.sup.L1","Meta.E.cry.L1","Meta.E.fri.L1","Meta.T.gre.L1","Meta.T.mac.L1","Meta.Euphausiids.L1","eDNA_pres","metag_pres","sample_date","transect","water_depth","ntod.prev","curr_v","trawlno.tr","trawltype.tr","date.tr","net_open_date_utc_YYYYMMDD.tr","net_open_time_utc.tr","net_open_lat_deg.tr","net_open_lat_min.tr","net_open_lat_dec.tr","net_open_lon_deg.tr","net_open_lon_dec_min.tr","net_open_lon_dec.tr","X.tr","net_open_depth.tr","net_close_date_utc.tr","net_close_time_utc.tr","net_close_lat_deg.tr","net_close_lat_min.tr","net_close_lat_dec.tr","net_close_lon_deg.tr","net_close_lon_min.tr","net_close_lon_dec.tr","X.1.tr","net_close_depth.tr","flow_meter_start.tr","flow_meter_end.tr","bottom_depth.tr","ship_speed_knots.tr","ship_heading.tr","bio_tube_no.tr","igr_exp_no.tr","ecotox.tr","gravids.tr","SIA.tr","Swarm.Study.tr","notes.tr","Trawl.tr","Filtered.volume..m3..tr","E.superba.estimate.tr","Crystal..62.2..tr","Tmac..33.7..tr","Triacantha..assume.62.2..tr","longitude.tr","latitude.tr","open_date_time.tr","close_date_time.tr","date_time.tr","transect.tr","Date.tr","Latitude.tr","Longitude.tr","Depth.tr","E.superba.tr","E.superba.gravid.tr","E.superba.juvenile.tr","E.superba.calyptopsis.I.tr","E.superba.furcilia.II.tr","E.superba.furcilia.II.1.tr","E.superba.late.stage.furcilia.tr","E.superba.total.tr","T.macrura.tr","T.macrura.calyptopsis.I.tr","T.macrura.calypopsis.II.tr","T.macrura.calyptopsis.III.tr","T.macrura.late.furcilia.tr","T.macrura.furcilia.I.tr","T.macrura.furcilia.II.tr","T.macrura.furcilia.III.tr","T.macrura.furcilia.IV.tr","T.macrura.furcilia.V.tr","T.macrura.furcilia.VI.tr","T.macrura.juvenile.tr","T.macrura.total.tr","Euphausiid.calyptopsis.tr","Euphausiid.calyptopsis.I.tr","Euphausiid.calyptopsis.II.tr","Euphausiid.furcilia.tr","Euphausiid.furcilia.I.tr","Euphausiid.juvenile.tr","Euphausiid.total.tr","distance.tr","Sampling.type.tr"
"103A","37 bottom",102.442823784061,NA,4.62930482619996,NA,"Yes","No",103,"8","6:13","1/03/2021",-63.96712,70.00163,"CTD","CTD 37","3520","bottom",-0.13,"No","AB","19:50","2A+2B","Maddie","","13:37",13.62,1,37,NA,1,"old","manual",0,0,68192,0,0,68192,"X103A",37,63.97416667,70.02722222,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,40.94511184,0,1,30.2526550755189,30.2526550755189,0,0,0,0,30.2526550755189,3.40958395171673,NA,NA,NA,NA,3.40958395171673,"eDNA present","metagenomics E.superba present",2021-03-01 06:13:00,4,3570,0.891246402565044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104A","37 top",53.9741724208301,NA,3.9885056436447,NA,"Yes","No",104,"2","8:07","1/03/2021",-63.97543,70.01028,"CTD","CTD 37","10","top",-0.05,"No","AB","19:50","2A+2B","Maddie","","11:43",11.72,1,37,NA,1,"old","manual",0,0,0,0,0,69,"X104A",37,63.97416667,70.02722222,"y","<10",10,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,26.65755692,8.782554341,0.183333333,3318963.3708558,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-01 08:07:00,4,3569,1.03035131429013,NA,"R24","routine","1/03/2021",20210301,"8:26:15",-63,58.49,-63.97483333,70,0.42,70.007,"E","200",20210301,"8:43:43",-63,59.1,-63.985,69,59.85,69.9975,"E","40",325692,378095,"3530",2,"205","","","","","","","","R24",11430.14236,2.799615,0,0,0,70.00225,-63.979916665,1614587175,1614588223,2021-03-01 19:34:59,4,"3/01/2021",-63.97483333,70.007,"3530",0,0,0,0,0,0,0,0,0,0,11.16324928,0,0,0,0,0,0,0,0,0,11.16324928,0,0,0,0,0,0,0,0.173233608364606,"CTD 37"
"105A","38 bottom",NA,NA,NA,NA,"No","No",105,"11","14:15","1/03/2021",-64.21618,69.99623,"CTD","CTD 38","3392","bottom",-0.1,"No","AB","20:30","2A+2B","Maddie","","6:15",6.25,1,38,NA,NA,"eDNA no krill",NA,NA,NA,NA,NA,NA,NA,NA,38,64.46972222,70.19833333,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-03-01 14:15:00,4,3375,1.44665509928668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106A","38 top",115.620178294356,47.3455650714896,4.75031049372507,3.85747315255253,"Yes","Yes",106,"3","16:05","1/03/2021",-64.21663,70.00098,"CTD","CTD 38","5","top",-0.11,"No","AB","20:30","2A+2B","Maddie","","4:25",4.42,1,38,0.0240960001233384,0.0240960001233384,"recent","model",0,0,14531,0,0,15129,"X106A",38,64.46972222,70.19833333,"n","0",0,"top",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,26.52180836,0.135780856,0.15,4456980.71397787,4280810.81068229,0,0,0,0,4280810.81068229,15.2696529913644,NA,NA,NA,NA,15.2696529913644,"eDNA present","metagenomics E.superba present",2021-03-01 16:05:00,4,3373,1.62841007819288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107A","39 bottom",168.140596307087,NA,5.1248005121924,NA,"Yes","No",107,"8","21:45","1/03/2021",-64.41675,69.9529,"CTD","CTD 39","3383","bottom",-0.11,"No","AB","1:40","2A+2B","Maddie","filtered on 2/3/21 UTC","3:55",3.92,1,39,NA,1,"old","manual",0,0,105002,0,0,105003,"X107A",39,64.41805556,69.99833333,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,37.6293605,0,1,301.636420879853,301.633548234111,0,0,0,0,301.633548234111,5.70921286414572,NA,NA,NA,NA,5.70921286414572,"eDNA present","metagenomics E.superba present",2021-03-01 21:45:00,4,3279,0.14970537865374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108A","39 top",2469.0228256097,116.156803658252,7.81157773418284,4.75494103398174,"Yes","Yes",108,"2","23:09","1/03/2021",-64.41682,69.9493,"CTD","CTD 39","5","top",-0.04,"No","AB","1:40","2A+2B","Maddie","filtered on 2/3/21 UTC","2:31",2.52,1,39,0.9999099039394,0.9999099039394,"old","model",0,0,6424,0,0,6424,"X108A",39,64.41805556,69.99833333,"n","0",0,"top",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,34.29085125,12.51675806,0.116666667,26188.5867945971,26188.5867945971,0,0,0,0,26188.5867945971,10.173078976313,NA,NA,NA,NA,10.173078976313,"eDNA present","metagenomics E.superba present",2021-03-01 23:09:00,4,3277,0.358668833996111,NA,"R25","routine","1/03/2021",20210301,"23:35:42",-64,25.39,-64.42316667,69,56.68,69.94466667,"E","200",20210301,"23:53:40",-64,26.11,-64.43516667,69,56.39,69.93983333,"E","50",425527,473632,"3235",2,"180","","","","","ü","","","R25",10492.6626,4.765235,0,1.715484,2.192008,69.94225,-64.42916667,1614641742,1614642820,2021-03-02 10:44:41,4,"3/01/2021",-64.42316667,69.94466667,"3235",0,24.32128684,24.32128684,0,0,0,0,48.64257368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739947806683949,"CTD 39"
"109A","40 bottom",NA,NA,NA,NA,"No","No",109,"10","2:42","2/03/2021",-64.566,69.99958,"CTD","CTD 40","3300","bottom",-0.13,"No","AB","7:38","2A+2B","Christine/Liv","","4:56",4.93,1,40,NA,NA,"eDNA no krill",NA,NA,NA,NA,NA,NA,NA,NA,40,64.81666667,70.25416667,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-03-02 02:42:00,4,3271,0.612004806574153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111A","40 top",590.093299286789,123.365433722831,6.38028065878223,4.81515095653327,"Yes","Yes",111,"4","3:57","2/03/2021",-64.5655,70.00038,"CTD","CTD 40","5","top",0.32,"No","AB","8:31","2A+2B","Christine/Liv","4.5 L filtered","4:34",4.57,0.9,40,0.168905108521064,0.168905108521064,"undetermined","model",0,0,0,0,34,34,"X111A",40,64.81666667,70.25416667,"y","10-100",100,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,0.166666667,388.458364055123,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-02 03:57:00,4,3274,0.681793515126848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112A","41 bottom",NA,NA,NA,NA,"No","No",112,"11","7:14","2/03/2021",-64.76607,70.0005,"CTD","CTD 41","3225","bottom",-0.17,"No","AB","10:33","2A+2B","Liv","","3:19",3.32,1,41,NA,NA,"eDNA no krill",NA,0,0,83964,0,0,83964,"X112A",41,65.01777778,70.00833333,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,40.59199965,0,1,38.6476053043219,38.6476053043219,0,0,0,0,38.6476053043219,3.6544848146229,NA,NA,NA,NA,3.6544848146229,"eDNA absent","metagenomics E.superba present",2021-03-02 07:14:00,4,3198,0.960928126330456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113A","41 top",330.968124135941,NA,5.80202206903565,NA,"Yes","No",113,"3","9:14","2/03/2021",-64.76575,70.00223,"CTD","CTD 41","5","top",-1e-04,"No","AB","10:33","2A+2B","Liv","4 L filtered in 1 hour","1:19",1.32,0.8,41,NA,1,"old","manual",NA,NA,NA,NA,NA,NA,NA,41,65.01777778,70.00833333,"n","0",0,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,43.92053118,0,0.166666667,28.8147007572531,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-02 09:14:00,4,3198,1.10028254054263,NA,"R26","routine","2/03/2021",20210302,"9:40:42",-64,46.55,-64.77583333,70,0.18,70.003,"E","205",20210302,"9:57:56",-64,47.2,-64.78666667,70,0.43,70.00716667,"E","35",478633,527667,"3180",2,"180","","","","","ü","","Trawl used to confirm USBL depth","R26",10695.29608,0.373996,0,0,0,70.005083335,-64.78125,1614678042,1614679076,2021-03-02 20:49:19,4,"3/02/2021",-64.77583333,70.003,"3180",0,0,0,0,0,0,0,0,0,0,0,47.72098967,0,0,0,0,0,0,0,0,47.72098967,0,0,0,0,0,0,0,1.12181068227616,"CTD 41"
"114A","42 bottom",NA,NA,NA,NA,"No","No",114,"10","13:46","2/03/2021",-65.01723,69.99827,"CTD","CTD 42","2880","bottom",-0.02,"No","AB","17:00","2A+2B","Maddie","","3:14",3.23,1,42,NA,NA,"eDNA no krill",NA,0,0,54202,50997,0,105492,"X114A",42,65.02611111,70.23222222,"n","0",0,"bottom",0,0,TRUE,1,0,0,0,0.5,0.5,0,1,0,0,0.515233034534549,0.484766965465451,0,39.10027484,1.710897884,1,108.752009620529,55.876999445,0,0,52.5729556233472,0,108.449955068347,4.02315283654405,NA,NA,3.96220183587499,NA,4.68628882296526,"eDNA absent","metagenomics E.superba present",2021-03-02 13:46:00,4,2907,1.37821602410569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115A","42 top",2734.2774545718,275.285160161694,7.91362249515306,5.61780750645192,"Yes","Yes",115,"2","15:21","2/03/2021",-65.01688,70.00062,"CTD","CTD 42","5","top",-0.37,"No","AB","17:00","2A+2B","Maddie","2.5 L filtered in 40 minutes","1:39",1.65,0.5,42,0.935653935256768,0.935653935256768,"old","model",0,0,88920,0,257,89180,"X115A",42,65.02611111,70.23222222,"y","10-100",100,"top",0,0,TRUE,0,1,0,0,0.5,0,0.5,1,0,0,0.997118090987587,0,0.00288190901241351,40.14265835,3.683054753,0.2,527.796315654882,526.257550886209,0,0,0,1.52100979057305,527.778560676782,6.26579073337101,NA,NA,NA,0.419374450188096,6.26867680307895,"eDNA present","metagenomics E.superba present",2021-03-02 15:21:00,4,2913,1.52584613607485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116A","43 bottom",62.5338400109587,NA,4.13570785039185,NA,"Yes","No",116,"3","19:52","2/03/2021",-65.33283,69.99967,"CTD","CTD 43","2790","bottom",-0.52,"No","AB","23:40","2A+2B","Maddie","","3:48",3.8,1,43,NA,1,"old","manual",NA,NA,NA,NA,NA,NA,NA,43,65.34361111,70.01055556,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-02 19:52:00,4,2767,1.94148165323749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117A","43 top",76.6810049052715,NA,4.33965402327247,NA,"Yes","No",117,"6","21:13","2/03/2021",-65.33278,69.99915,"CTD","CTD 43","5","top",-0.54,"No","AB","23:40","2A+2B","Maddie","","2:27",2.45,1,43,NA,1,"old","manual",0,0,0,0,2118,2118,"X117A",43,65.34361111,70.01055556,"n","0",0,"top",0,0,FALSE,0,1,0,0,0,0,1,1,0,0,0,0,1,25.82369809,0,0.183333333,5917860.96556631,0,0,0,0,5917860.96556631,5917860.96556631,NA,NA,NA,NA,15.5934856181831,15.5934856181831,"eDNA present","metagenomics E.superba absent",2021-03-02 21:13:00,4,2767,0.15016520781404,NA,"R27","routine","2/03/2021",20210302,"21:42:25",-65,20.46,-65.341,69,59.69,69.99483333,"E","195",20210302,"22:02:12",-65,21.22,-65.35366667,69,59.44,69.99066667,"E","35",527667,582759,"2753",1.75,"180","","","","","ü","","","R27",12016.66704,9.320388,0,0.998613,0.332871,69.99275,-65.347333335,1614721345,1614722532,2021-03-03 08:52:18,4,"3/02/2021",-65.341,69.99483333,"2753",0,0,0,0,0,0,0,0,0,10.61837929,0,0,0,0,0,0,0,0,0,0,10.61837929,0,0,0,21.23675858,0,0,21.23675858,0.935711695085257,"CTD 43"
"118A","44 bottom",67.4832514193895,78.7323344147312,4.2118794399697,4.36605392764885,"Yes","Yes",118,"10","3:16","3/03/2021",-65.667,69.9995,"CTD","CTD 44","2691","bottom",-0.3,"No","AB","9:13","2A+2B","Liv","","5:57",5.95,1,44,0.0290756238694756,0.0290756238694756,"recent","model",0,0,36545,0,0,36545,"X118A",44,65.66722222,70.01027778,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,38.68432282,0,1,145.118922130374,145.118922130374,0,0,0,0,145.118922130374,4.97755355890246,NA,NA,NA,NA,4.97755355890246,"eDNA present","metagenomics E.superba present",2021-03-03 03:16:00,4,2659,0.682066586566412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119A","44 top",613.479982969447,31.7905808738592,6.41914763602201,3.45917004697532,"Yes","Yes",119,"11","4:38","3/03/2021",-65.66667,70.00133,"CTD","CTD 44","5","top",-0.7,"No","AB","9:13","2A+2B","Liv","","4:35",4.58,1,44,0.999763023737473,0.999763023737473,"old","model",0,0,0,0,1684,1684,"X119A",44,65.66722222,70.01027778,"y","<10",10,"top",0,0,FALSE,0,1,0,0,0,0,1,1,0,0,0,0,1,32.539,0,0.416666667,24713.6069203927,0,0,0,0,24713.6069203927,24713.6069203927,NA,NA,NA,NA,10.1151092583986,10.1151092583986,"eDNA present","metagenomics E.superba absent",2021-03-03 04:38:00,4,2663,0.751831324367273,NA,"T09","target","3/03/2021",20210303,"6:21",-65,40.73,-65.67883333,70,0,70,"E","50",20210303,"6:26",-65,40.9,-65.68166667,70,0,70,"E","50",582744,598460,"2660",2,"171","601-700","7","032-036","ü","ü","","","T9",3427.97392,563.5982,0,0,0,70,-65.68025,1614752460,1614752760,2021-03-03 17:23:30,4,"3/03/2021",-65.67883333,70,"2660",0,0,0,0,0,0,0,0,18.61121633,0,0,0,0,0,0,9.305608167,9.305608167,37.22243267,37.22243267,0,111.667298,0,0,0,0,0,0,0,1.35387413029119,"CTD 44"
"121A","45 bottom",151.765634967141,96.4934702349515,5.02233745571722,4.56947534009644,"Yes","Yes",121,"1","10:10","3/03/2021",-65.91783,69.99233,"CTD","CTD 45","2489","bottom",-0.35,"No","AB","13:33","2A+2B","Liv","","3:23",3.38,1,45,0.0157363359944222,0.0157363359944222,"recent","model",0,0,86410,0,0,86410,"X121A",45,65.91861111,69.99833333,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,37.93356343,0,1,244.262270893488,244.262270893488,0,0,0,0,244.262270893488,5.49824252873357,NA,NA,NA,NA,5.49824252873357,"eDNA present","metagenomics E.superba present",2021-03-03 10:10:00,4,2515,1.1700514486867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122A","45 top",1501.88271215296,428.009178283897,7.31447474149409,6.05914463994041,"Yes","Yes",122,"7","11:33","3/03/2021",-65.91767,69.99233,"CTD","CTD 45","12","top",-0.75,"No","AB","12:54","2A+2B","Liv","4L filtered in 50 mins","1:21",1.35,0.8,45,0.0583271778903698,0.0583271778903698,"recent","model",0,0,20253,0,0,20253,"X122A",45,65.91861111,69.99833333,"y","<10",10,"top",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,40,0,0.233333333,312.154043614538,312.154043614538,0,0,0,0,312.154043614538,5.74349679549893,NA,NA,NA,NA,5.74349679549893,"eDNA present","metagenomics E.superba present",2021-03-03 11:33:00,4,2515,1.23968125024177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123A","46 bottom",107.467430000447,NA,4.67718782492096,NA,"Yes","No",123,"6","14:43","3/03/2021",-66.07045,70.0009,"CTD","CTD 46","2437","bottom",-0.74,"No","AB","17:07","2A+2B","Maddie/Jess","","2:24",2.4,1,46,NA,1,"old","manual",NA,NA,NA,NA,NA,NA,NA,46,66.12972222,70.015,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-03 14:43:00,4,2462,1.4480720191639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124A","46 top",1093.78064237161,140.027803984171,6.997395453162,4.9418410027779,"Yes","Yes",124,"3","16:07","3/03/2021",-66.07165,69.99328,"CTD","CTD 46","10","top",-0.75,"No","AB","17:07","2A+2B","Maddie/Jess","3.5L filtered in 50 mins","1:00",1,0.7,46,0.739870048276986,0.739870048276986,"undetermined","model",0,0,127111,19518,0,147464,"X124A",46,66.12972222,70.015,"n","0",0,"top",0,0,TRUE,1,0,0,0,0.5,0.5,0,1,0,0,0.866888541830061,0.133111458169939,0,36.97279301,0.381672877,0.333333333,2038.30085316015,1756.97431065236,0,0,269.784869879969,0,2026.75918053233,7.47134846693756,NA,NA,5.59762486317956,NA,7.61419333353923,"eDNA present","metagenomics E.superba present",2021-03-03 16:07:00,4,2460,1.63021510033203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
